index,IPA Transcription,Gloss,Translation,Word
8511,kúkù kámɛ́ðà nd̪ɔ̀bà,,Kuku will take something tomorrow,
8512,kúkù kámà nd̪ɔ̀bà,,Kuku will take something tomorrow,
8513,kúkù kâmɛ̀ðó nd̪ɔ̀bà,,Kuku will take something tomorrow (far),
8514,kúkù kâmɛ̀ðú nd̪ɔ̀bà,,Kuku will take something tomorrow (far),
8515,kúkù kàmɛ́ːðì...kúkù kàmɛ́ːðì...t̪ə̀màn,,Kuku passed by...Kuku passed by...quickly,
8516,kúkù kàmɛ́ðì t̪ə̀màn,,Kuku passed by quickly,
8517,kúkù kə̀mɛ̀ðó t̪ə̀mànň,,Kuku passed by quickly (far/and left),
8518,kúkù kɛ̀mɛ̀ðó...kúkù kə̀mɛ̀ðó t̪ə̀màn,,Kuku passed by quickly (far/and left),
8519,kúkù kə̀mɛ̀ðó t̪ə̀màn,,Kuku passed by quickly (far/and left),
8520,kúkù kə̀rɛ̀ðó,,Kuku stabbed something,
8521,kɛ̀rɛ̀ðó,,stabbed something,
8522,kúkù kə̀rɛ̀ðó t̪ə̀màn,,Kuku stabbed something quickly,
8523,kúkù kàrɛ́ðì t̪ə̀màn,,Kuku stabbed something quickly (and left),
8524,kúkù kárɛ́ðà nd̪ɔ̀bà,,Kuku will stab something tomorrow,
8525,kúkù kárɛ̀ðó nd̪ɔ̀bà,,Kuku will stab something tomorrow (far),
8526,kúkù kárɛ̀ðú nd̪ɔ̀bà,,Kuku will stab something tomorrow (far),
8527,kúkù kàkɛ́tʃìjì àpɾíɲá ŋɔ̀mɔ̀,,Kuku made the boy take food away (far),
8528,kúkù kàkɜ́tʃìjì àpɾíɲá ŋɔ̀mɔ̀,,Kuku made the boy take food away (far),
8529,kúkù kɛ̀kɛ̀tʃìjí ápɾíɲá ŋɔ̀mɔ̀,,Kuku made the boy take food from here,
8530,kúkù kàkɔ́tʃìjɔ̀ àpɾíɲá ŋɔ̀mɔ̀,,Kuku will make the boy take food from here,
8531,kúkù kákɔ́tʃìjɔ̀ àpɾíɲá ŋɔ̀mɔ̀,,,
8532,kúkù kákɛ́tʃìjɔ̀ɔ̌... àpɾíɲá ŋɔ̀mɔ̀,,,
8533,kúkù kákɛ́tʃìjɔ̀ àpɾíɲá ŋɔ̀mɔ̀,,,
8534,kúkù kákɛ̀tʃìjí ápɾíɲá ŋɔ̀mɔ̀,,Kuku will make the boy take food away (far),
8535,ámə́ɾðɔ́,,you bite!,
8536,t̪òlí t̪àmɾ̀ðɔ́ ápɾíɲà,,the lion bit the boy,
8537,t̪òlí t̪ǎmɾ̀ðɛ̀ àpɾíɲà,,the lion bit the boy (and left),
8538,t̪òlí t̪ámɾ́ðà àpɾíɲà,,the lion will bite the boy,
8539,t̪ʊ̀lí t̪âmɾ̀ðɔ́ ápɾíɲà,,the lion will bite the boy (far),
8540,t̪ʊ̀lí t̪àmɾ̀ðàt̪ɔ́ ápɾíɲá nɛ̀ lɛ̀vɛ̀r,,the lion bit the boy in the field,
8541,t̪ʊ̀lí t̪ǎmɾ̀ðàt̪ɛ̀ àpɾíɲá nɛ̀ lɛ̀vɛ̀r,,the lion bit the boy in the field (and left),
8542,t̪ʊ̀lí t̪ámɾ́ðàt̪à àpɾíɲá nɛ̀ lɛ̀vɛ̀r,,the lion will bite the boy in the field,
8543,t̪ʊ̀lí t̪âmɾ̀ðàt̪ɔ́ ápɾíɲá nɛ̀ lɛ̀vɛ̀r,,the lion will bite the boy in the field (far),
8544,ìdárɛ̀j,,my uncle,
8545,ìdɛ́rɛ́j kìtçə̀lò,,our (excl) uncle is good,
8546,ídárɛ́j kìtçə̀lò,,my uncle is good,
8547,ìdɜ́rɜ̀lú kìtçə̀lò,,your uncle is good,
8548,īdɛ́rɛ́n kìtçə̀lò,,his/her uncle is good,
8549,ídɜ́rɜ̂lír kìtʃə̀lò,,our (incl) uncle is good,
8550,ídɜ́rɜ̀lír kìtʃə̀lò,,our (incl) uncle is good,
8551,ídɜ́rɜ̀lí kìtʃə̀lò,,our (dual) uncle is good,
8552,èdáràló kìtʃə̀lò,,your (pl) uncle is good,
8553,édɛ́ràló égàló kìtʃə̀lò,,your (pl) uncle is good,
8554,ɛ̀dɛ́ràló égàló kìtʃə̀lò,,your (pl) uncle is good,
8555,edárɛ́n kìtʃə̀lò,,their uncle is good,
8556,ɛ́dɛ́rɛ́n ɛ́gɛ́n kìtʃə̀lò,,their uncle is good,
8557,ɛ́dárɛ́n ɛ́gɛ́n kìtʃə̀lò,,their uncle is good,
8558,lìdɜ́rlɛ̀j,,my uncles,
8559,lìdárlɛ̀j,,my uncles,
8560,lədɜrlej,,my uncles,
8561,ldɜ́rlɛ́j lìtʃə̀lǒ,,my uncles are good,
8562,lə̀dɜ́rlɜ̀lú lìtʃə̀lò,,your uncles are good,
8563,lə̀dɜ́rlèlú lìtʃə̀lò,,your uncles are good,
8564,līdɛ́rlɛ́n lìtʃə̀lò,,his uncles are good,
8565,lə̀dɜ́rlɜ̀lír lìtʃə̀lò,,our (incl) uncles are good,
8566,lìdɜ́rlɜ̀lír lìtʃə̀lò,,our (incl) uncles are good,
8567,ldɜ́rlɜ̀lí lìtʃə̀lò,,our (dual) uncles are good,
8568,lìdɜ́rlɛ́j lìtʃə̀lò,,our (excl) uncles ae good,
8569,lìdɜ́rlɛ́j èlái lìtʃə̀lò,,our (excl) uncles ae good,
8570,lìdɜ́rlɜ̀lú lìtʃə̀lò,,your (sg/pl) uncles are good,
8571,lìdɜ́rlɜ̀lú élàló lìtʃə̀lò,,your (pl) uncles are good,
8572,lìdɜ́rɜ́n élàló lìtʃə̀lò,,your (pl) uncles are good,
8573,lìdɜ́rlɛ́n ɛ́lɛ́n lìtʃə̀lò,,their uncles are good,
8574,lìdɜ́rɛ́n ɛ́lɛ́n lìtʃə̀lò,,their uncles are good,
8575,kàðə̀nɔ́nà èdɜ́réi t̪àwə̀nì,,he is looking at my uncle now,
8576,kàðə́nɔ̀nà èdɜ́rə́lù t̪àwə̀nì,,he is looking at you uncle now,
8577,kàðə̀nɔ́nà ɛ́dɛ́rɛ́n t̪àwə̀nì,,he is looking at his/her uncle now,
8578,ɲɛ́rá,,cousin,
8579,ɲɛ́rá íɲɜ̀ɲì,,my cousin,
8580,ɲɛ́rá íɲɜ̀ɲí ɲìtʃə̀lò,,my cousin is good,
8581,ɛ̀rə̀mt̪ɛ̀n,,her co-wife,
8582,ɛ̀rə̀mt̪ɛ̀j,,my co-wife,
8583,ɛ̀rə̀mt̪ɛ́j kìtʃə̀lò,,my co-wife is good,
8584,lrə̀mt̪ɛ̀n,,her co-wives,
8585,lrə̀mt̪ù,,co-wives (generic),
8586,ìbɛ̀j,,my sibling-in-law,
8587,ɛ̀bɛ̀í kìtʃə̀lò,,my sibling-in-law is good,
8588,ùnɛ́j kìtʃə̀lò,,my parent-in-law is good,
8589,lùnɛ́j lìtʃə̀lò,,parents-in-law are good,
8590,lùnéj lìtʃə̀lò,,parents-in-law are good,
8591,lnə̀néj lìtʃə̀lò,,my parents-in-law are good,
8592,lɛ̀nɛ̀nɛ́j ,,my parents-in-law,
8593,ìmàðáj kìtʃə̀lò,,my peer is good,
8594,lə̀màðáj lìtʃə̀lò,,my peers are good,
8595,iðɔŋ   iðɔŋ,,offspring   offspring,
8596,iðɛŋgɛj,,my offspring,
8597,iðɔŋ kìtʃə̀ló,,offspring is good,
8598,ìðɔ̀ŋ kìtʃə̀lò,,offspring is good,
8599,lə̀ðɔ̀ŋ,,offspring (plural),
8600,wálò,,your wife,
8601,wɛ̀n,,his wife,
8602,wǎj kìtʃə̀lò,,my wife is good,
8603,wáló kìtʃə̀lò,,your wife is good,
8604,ɛ̀mànɛ́n,,her husband,
8605,ɛ̀mànɛ́n kìtʃə̀lò,,,
8606,ɛ̀mànáj kìtʃə̀lò,,my husband is good,
8607,ɛ̀mànàló kìtʃə̀lò,,your husband is good,
8608,lə̀mànàló lìtʃə̀lò,,your husbands are good,
8609,lə̀mànɛ́n lìtʃə̀lò,,her/their husbands are good,
8610,làjlɛ́n,,his wives,
8611,ìdáŋá,,folks,
8612,idǎŋà ílə̀ɲí,,my folks,
8613,ìdáŋà ílə̀ɲí,,my folks,
8614,ìdáŋà ílə̀ɲì,,my folks,
8615,lâɾò lávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,,The chickens will pull the root (away) tomorrow.,
8616,ðá lâɾò və̀lɛ̀ðà nd̪ɔ̀bà,,The chickens will pull it (the root) away tomorrow.,
8617,lávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,,They will pull the root away tomorrow,
8618,làɾò lávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,,The brothers will pull the root away tomorrow.,
8619,ðá láɾô və̀lɛ̀ðà nd̪ɔ̀bà,,The brothers will pull it (the root) away tomorrow,
8620,nɛ́lê nàvə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,,The kings will pull the root away tomorrow,
8621,ðá nɛ́lê və̀lɛ̀ðà nd̪ɔ̀bà,,The kings will pull it (the root) tomorrow,
8622,ɲɔ́ðɔ́ !ɲávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,,The goats will pull the root away tomorrow.,
8623,ðá ɲɔ́ðɔ́ və̀lɛ̀ðà nd̪ɔ̀bà,,The goats will pull it (the root) away tomorrow,
8624,ŋìðə̀ní !ŋávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,,The hare will pull the root away tomorrow,
8625,ðá ŋíðə̀ní və́lɛ̀ðà nd̪ɔ̀bà,,The hare will pull it (the root) away tomorrow,
8626,ɲɔ́ðɔ́ ɲìtʃə̀lò,,The male goats are nice,
8627,t̪òlé !t̪ávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,,The lion will pull the root away tomorrow.,
8628,ðá t̪ólé və́lɛ̀ðà nd̪ɔ̀bà,,The lion will pull it (the root) away tomorrow.,
8629,ðámlá !ðávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,,The camel will pull the root tomorrow,
8630,ðá ðámlá və̀lɛ̀ðà nd̪ɔ̀bà,,The camel will pull it (the root) tomorrow,
8631,jámlá !jávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,,The camels will pull the root tomorrow,
8632,ðá jámlá və̀lɛ̀ðà nd̪ɔ̀bà,,The camels will pull it (the root) tomorrow,
8633,àðə̀ɲɛ́n jɪ̀tʃə̀lò,,The sun is good,
8634,íŋɡá nɔ́nà àðə̀ɲɛ́nɛ́ nd̪ɔ̀bà,,I will see the sun tomorrow,
8635,ðə̀ŋɡə̀lá ðɔ̀là,,The tongue is long,
8636,ðə̀ŋɡə̀lá ðìtʃə̀lò,,The tongue is good,
8637,ðìŋɡə̀lá ðɔ̀là,,The tongue is long,
8638,rə̀ŋɡə̀lá rɔ̀là,,The tongues are long,
8639,íŋɡá nɔ́nà rə̀ŋɡə̀lá nd̪ɔ̀bà,,I will see the tongues tomorrow,
8640,íŋɡá nɔ́nà ðə̀ŋɡə̀lá nd̪ɔ̀bà,,I will see the tongue tomorrow,
8641,ðàŋàl ðàðə́ və̀lɛ̀ðápríɲá t̪ɔ́wə̀nì,,The sheep is pulling the boy towards now,ðàŋàl ðàðə́ və̀lɛ̀ðɔ́ ápríɲá t̪ɔ́wə̀nì
8642,ðàŋàl ðàðə́ və̀lɛ̀ðɔ́ ápríɲá t̪ɔ́wə̀nì,,The sheep is pulling the boy towards now,
8643,"já ðáŋàl və̀lɛ̀ðà... və̀lɛ̀ðɔ́ t̪ɔ́wə̀nì, já ðáŋàl və̀lɛ̀ðɔ́ t̪ɔ́wə̀nì",,The sheep is pulling him (the boy) towards now,
8644,já ðáŋàl və̀lɛ̀ðɔ́ t̪ɔ́wə̀nì,,The sheep is pulling him (the boy) towards now,
8645,jàðə́ ðáŋàl və̀lɛ̀ðɔ́ t̪ɔ́wə̀nì,,The sheep is pulling him (the boy) towards now,
8646,já ðáŋàl ðə́və̀lɛ̀ðà t̪ɔ́wə̀nì,,The sheep is pulling him (the boy) away now,
8647,jàðə́ ðáŋàl və́lɛ̀ðà t̪ɔ́wə̀nì,,The sheep is pulling him (the boy) away now,
8648,jàðə́ ðáŋàl və̀lɛ̀ðà t̪ɔ́wə̀nì,,The sheep is pulling him (the boy) away now.,
8649,jà ðáŋàl ðə́və̀lɛ̀ðà t̪ɔ́wə̀nì,,The sheep is pulling him (the boy) towards now,
8650,já ðáŋàl ðə́və̀lɛ̀ðà t̪ɔ́wə̀nì,,The sheep is pulling him (the boy) towards now,
8651,já ðáŋàl ðə́və̀lɛ̀ðɔ́ t̪ɔ́wə̀nì,,The sheep is pulling him (the boy) towards now,
8652,ðàlɡàrâj́ ðávə́lɛ̀ðà èdɔ̀ɽɔ̀ nd̪ɔ̀bà,,The hyena will pull the roots away tomorrow,
8653,ɔ̀ðə̀ŋìnà ŋɡá və́lɛ̀ðà ìdɔ̀ɽɔ̀ nd̪ɔ̀bà,,The hippo will pull the roots away tomorrow,
8654,ðàlɡàrâj́ ðávə́lɛ̀ðà ðə̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,,The hyena will pull the root away tomorrow,
8655,ɔ̀ðə̀ŋìnǎ... ŋɡá və́lɛ̀ðà ðə̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,,The hippo will pull the root away tomorrow,
8656,ɔ̀ðə̀ŋìnà ŋɡá və́lɛ̀ðà ðə̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,,The hippo will pull the root away tomorrow,
8657,ðá ɔ́ðə̀ŋìnǎ və̀lɛ̀ðɔ́ nd̪ɔ̀bà,,The hippo will pull it (the root) towards tomorrow,
8658,ðá ɔ́ðə̀ŋìnà və̀lɛ̀ðɔ́ nd̪ɔ̀bà,,The hippo will pull it (the root) towards tomorrow,
8659,* ðɔ́ðə̀ŋìnà və̀lɛ̀ðɔ́ nd̪ɔ̀bà,,Intended: The hippo will pull it (the root) towards tomorrow,
8660,ðá ɔ́ðə̀ŋìnà və̀lɛ̀ðà nd̪ɔ̀bà,,The hippo will pull it (the root) away tomorrow.,
8661,* ðɔ́ðə̀ŋìnà və̀lɛ̀ðà nd̪ɔ̀bà,,Intended: The hippo will pull it (the root) away tomorrow,
8662,íŋɡɔ́ nɔ́nà lòðà lɛ́ ðâŋàl nd̪ɔ̀bà,,I will see the bone of sheep tomorrow,
8663,íŋɡá nɔ́nà lòðà lɛ́ ðâŋàl nd̪ɔ̀bà,,I will see the bone of sheep tomorrow,
8664,íŋɡá nɔ́nà lòðà lɛ́ ðùɽár nd̪ɔ̀bà,,I will see the bone of tiger tomorrow,
8665,ɾátʃí ŋávɛ́ d̪úd̪ɔ̀,,Pour the water into the ground,
8666,ŋáò ŋòú d̪úd̪ɔ̀,,The water is in the ground,
8667,kɜ́tʃí ŋávɛ́ d̪úd̪ɔ̀,,Take the water from the ground,
8668,ɾátʃí ŋávɛ́ kúɽìdʒɛ̀n,,Pour the water into the calabash,
8669,ŋáò ŋòú kúɽìdʒèn,,The water is in the calabash,
8670,ŋáò ŋá kúɽìdʒɛ̀n,,The water is in the calabash,
8671,ŋáò ŋá kúɽìdʒèn,,The water is in the calabash,
8672,kɜ́tʃí ŋávɛ́ ŋá kúɽìdʒèn,,Take the water from the calabash,
8673,ùɽìdʒɛ̀n kìtʃə̀lò,,The calabash is good,
8674,kɜ́tʃí ŋávɛ́ kúɽìdʒɛ̀n t̪ɔ̀wə̀nì,,Take the water from the calabash now,
8675,kɜ́tʃí ŋɔ̀mɔ̌ kúɽìdʒɛ̀n t̪ɔ̀wə̀nì,,Take the food from the calabash now,
8676,kɜ́tʃí ŋɔ̀mɔ̀ kúɽìdʒɛ̀n t̪ɔ̀wə̀nì,,Take the food from the calabash now,
8677,kɜ́tʃí ŋɔ̀mɔ̀ káré t̪ɔ́wə̀nì,,Take the food from the table now,
8678,kɜ́tʃí ŋɔ̀mɔ̀ káɽàŋɡár t̪ɔ́wə̀nì,,Take the food from the bed now,
8679,kɜ́tʃí ŋɔ̀mɔ̌ kúɽìdʒɛ̀n káré t̪ɔ́wə̀nì,,Take the food from inside the calabash now,
8680,kɜ́tʃí ŋɔ̀mɔ̀ kúɽìdʒɛ̀n káré t̪ɔ́wə̀nì,,Take the food from inside the calabash now,
8681,kɜ́tʃí ŋɔ̀mɔ̀ nónì t̪ɔ̀wə̀nì,,Take the food from the baskets now,
8682,kɜ́tʃí ŋɔ̀mɔ̀ lɛ̂ré t̪ɔ̀wə̀nì,,Take the food from the bowl now,
8683,èðɔ̀ŋ kɛ́ ŋɛ́n,,offspring of dog,
8684,lə̀ðɔ̀ŋ lɛ́ ŋɛ́n,,offspring of dogs,
8685,íŋɡá nɔ́nà lə̀ðɔ̀ŋɔ̀ lɛ́ ŋɛ́n nd̪ɔ̀bà,,I will see the offspring of dogs tomorrow,
8686,íŋɡá nɔ́nà èðɔ̀ŋɔ̀ kɛ́ ŋɛ́n nd̪ɔ̀bà,,I will see the offspring of the dog tomorrow,
8687,lɛ̀mɛ́ lɪ̀tʃə̀lò,,the chin is good,
8688,ŋɛ̀mɛ́ ŋɪ̀tʃə̀lò,,chins are good,
8689,íŋɡá nɔ́nà lɛ̀má nd̪ɔ̀bà,,I will see the chin tomorrow,
8690,íŋɡá nɔ́nà ŋɛ̀má nd̪ɔ̀bà,,I will see chins tomorrow,
8691,lúmɔ́n lɪ̀tʃə̀lò,,charcoal is good,
8692,lòɾá lɪ̀tʃə̀lò,,charcoal is good,
8693,ŋúmɔ́n ŋɪ̀tʃə̀lò,,charcoals are good,
8694,íŋɡá nɔ́nà ŋúmɔ́ná nd̪ɔ̀bà,,I will see the charcoals tomorrow,
8695,íŋɡá nɔ́nà lúmɔ́ná nd̪ɔ̀bà,,I will see the charcoal tomorrow,
8696,ŋòɾá ŋɪ̀tʃə̀lò,,charcoals are good,
8697,íŋɡá nɔ́nà ŋòɾá nd̪ɔ̀bà,,I will see the charcoals tomorrow,
8698,íŋɡá nɔ́nà lòɾá nd̪ɔ̀bà,,I will see the charcoal tomorrow,
8699,ɜ̀ðú jɛ́ áɾò,,breast of chicken,
8700,nɜ̀ðú nɛ́ láɾò,,breasts of chickens,
8701,íŋɡá tə́và ɜ̀ðú jáɾò nd̪ɔ̀bà,,I will cut the chicken breast tomorrow,
8702,íŋɡá tə́và nɜ̀ðú nɛ́ láɾò nd̪ɔ̀bà,,I will cut the chicken breasts tomorrow,
8703,ɜ̀ðú jɪ̀tʃə̀lò,,breast is good,
8704,nɜ̀ðú nɪ̀tʃə̀lò,,breasts are good,
8705,ðɛ́l ðə̀ɽǎ,,the grave is big,
8706,ðɛ́l ðə̀ɽà,,,
8707,rɛ́l rə̀ɽà,,the graves are big,
8708,íŋɡá nɔ́nà ðɛ́l nd̪ɔ̀bà,,I will see the grave tomorrow,
8709,íŋɡá nɔ́nà rɛ́l nd̪ɔ̀bà,,I will see the graves tomorrow,
8710,lɛ́ŋgáí kìtʃə̀lò,,our (excl) mother is good,
8711,lɛ́ŋgáló kìtʃə̀lò,,your mother is good,
8712,lɛ́ngɛ́n kìtʃə̀lò,,his/her mother is good,
8713,lɛ́ŋgɛ́lí kìtʃə̀lò,,our (dual) mother is good,
8714,lɛ́ŋgálí kìtʃə̀lò,,our (dual) mother is good,
8715,lɛ́ŋgálír kìtʃə̀lò,,our (incl) mother is good,
8716,lɛ́ŋgáí ɛ́gàí kìtʃə̀lò,,our (excl) mother is good,
8717,lɛ́ŋgáló ɛ́gàló kìtʃə̀lò,,your (pl) mother is good,
8718,lɛ́ŋgɛ́n kìtʃə̀lò,,their mother is good,
8719,lɛ́ŋgɛ́n ɛ́gɛ́n kìtʃə̀lò,,their mother is good,
8720,kàðə́nɔ̀nà lɛ̀ŋgài,,he is watching my mother ,
8721,kàðə́nɔ̀nà lɛ̀ŋgáí t̪àwə̀nì,,he is watching my mother now,
8722,kàðə́nɔ̀nà lɛ̀ŋgàló t̪àwə̀nì,,he is watching your mother now,
8723,kàðə́nɔ̀nà lɛ̀ŋgɛ́n t̪àwə̀nì,,he is watching his/her mother now,
8724,kàðə́nɔ̀nà lɛ̀ŋgɛ̀lí t̪àwə̀nì,,he is watching our (dual) mother now (two of us),
8725,kàðə́nɔ̀nà lɛ̀ŋgɛ̀lír t̪àwə̀nì,,he is watching our (incl) mother now ,
8726,kàðə́nɔ̀nà lɛ̀ŋgái t̪àwə̀nì,,he is watching our (excl) mother now (not you),
8727,lɛ̀ŋgái ɛ́gái t̪àwə̀nì,,he is watching our (excl) mother now ,
8728,kàðə́nɔ̀nà lɛ̀ŋgái ɛ́gái t̪àwə̀nì,,he is watching our (excl) mother now ,
8729,kàðə́nɔ̀nà lɛ̀ŋgàló  t̪àwə̀nì,,He is watching your mother ,
8730,kàðə́nɔ̀nà lɛ̀ŋgàló ɛ́gàló t̪àwə̀nì,,He is watching your (pl) mother ,
8731,kàðə́nɔ̀nà lɛ̀ŋgɛ́n  t̪àwə̀nì,,He is watching his/her/their mother,
8732,kàðə́nɔ̀nà lɛ̀ŋgɛ́n ɛ́gɛ́n t̪àwə̀nì,,He is watching their mother,
8733,lɛ́láj lìtʃə̀lò,,my mothers are good,
8734,lɛ́láló lìtʃə̀lò,,your mothers are good,
8735,lɛ́lɛ́n lìtʃə̀lò,,His mothers are good,
8736,ɔ̀ráí kìtʃə̀lò,CLk.brother-1POSS CLg-good-PFV,my brother is good,ɔ̀r-ái k-ìtʃə̀l-ò
8737,kàðə́nɔ̀nà ɔ̀ráí t̪àwə̀nì,,my brother is good,
8738,kàðə́nɔ̂nà ɔ̀ráí t̪àwə̀nì,CLk-IPFV PROG-watch-IPFV CLk.brother-1POSS now,he is watching my brother now,k-à ðə́-nɔ̂n-à ɔ̀r-ái t̪àwə̀nì
8739,àràló kìtʃə̀lò,,your brother is good,
8740,kà ðə́nɔ̂nà àràló t̪àwə̀nì,,he is watching your brother now,
8741,àrò kìtʃə̀lò,,his/her brother is good,
8742,ɔ̀ràlí kìtʃə̀lò,,our (dual) brother is good,
8743,ɔ̀ràlír kìtʃə̀lò,,our (incl) brother is good,
8744,kà ðə́nɔ̂nà ɔ̀ràlì,,he is watching our (dual) brother,
8745,kà ðə́nɔ̂nà ɔ̀ràlí t̪àwə̀nì,,he is watching our (dual) brother now,
8746,kà ðə́nɔ̂nà ɔ̀ràlír t̪àwə̀nì,,he is watching our (incl) brother now,
8747,ébɜ̀ló kìtʃə̀lò,,your sibling-in-law is good,
8748,ébàló kìtʃə̀lò,,your sibling-in-law is good,
8749,kà ðə́nɔ̂nà ébàló  t̪àwə̀nì,,he is watching your sibling-in-law now,
8750,ɛ̀bàlú,,your sibling in law,
8751,kú ŋ́ðtɾua aa kúkù̀,,,
8752,kə̀màðìt̪ɔ́ kákàŋúðàr,,,
8753,kúkù kə̀mɛ̀ðìt̪ɔ́ kákàŋúðàr,,,
8754,kúkú kɛ̀màðìt̪ɔ́ kákàŋúðɛ̀r,,,
8755,kúkú kɛ̀màðìt̺ɔ́ kákàŋúðàr,,,
8756,kúkú kə̀mɛ̀ðìt̺ɔ́ kákàŋúðár,,,
8757,kúkú kàḿðj̀t̪ɛ̀ kákà ŋúðɛ̀r,,,
8758,kúkù kàmáðɛ̀t̺ɛ̀ kákà ŋúðɛr,,,
8759,kúkú kamáðjt̪ɛ̀ kákà ŋúðàr,,,
8760,kúkú kámáðí t̺ə̀ ðákà ŋúðɛ̀r,,,
8761,kúkú kámáðít̺ɔ̀ káka ŋúðɛr,,,
8762,kúkú kámáðìt̺ɔ̀ kákà ŋúðɛ,,,
8763,kúkú kámàðìt̺ɔ́ kákà ŋúðàr,,,
8764,kúkú kámàðìt̺ɔ́ kákàŋúðɛ̀r,,,
8765,kúkú kámàðìt̺ɔ́ kákà ŋúðɛr,,,
8766,kámàðìt̪ amàðìt̪ɔ̀,,,
8767,kámɛ̀ðìt̪ɔ̀,,,
8768,ðár ðə̀màðìnɔ̀,,,
8769,làrɛ̀ màð̪ìnù,,,
8770,ðárðə̀ mə̀ðìnɔ́ únɛ̀ɾɛ̀,,,
8771,ðár ðə̀màðìnɔ́ únɛ̀ɾɛ̀,,,
8772,ðárá ðə̀mɜ̀ðìnɔ́ únɛ̀ɾɛ̀,,,
8773,ðárðà máðɛ̀nɛ̀ ùnɛ́ɾɛ̀,,,
8774,ðár ðàmáð̀nɛ̀ ùnɛ̀ɾɛ̀,,,
8775,ðàŕ ðàmáðìnɛ̀ ùnɛ̀ɾɛ̀,,,
8776,ðáŕ ðɔ̀ máɽðìnɔ̀ ùnɛ̀ɾɛ̀,,,
8777,ðár ðàmáðìnɛ̀ ùnɛ́ɾɛ̀,,,
8778,ðár ðàmɛ́ð̂,,,
8779,ð́r ðàmáɽð̀ nɛ̀ ùnɛ̀ɾɛ̀,,,
8780,ðár ðámáðìnɔ̀ nd̪ɔ̀bà,,,
8781,ð́r ðámá ðìnɔ̀ nd̪ɔ̀bà,,,
8782,ðɛ́r ðámá ðìnɔ̀ nd̪ɔ̀bà,,,
8783,rðɛ́mɛ́ ðìnɔ̀ nd̪ɔ̀bà,,,
8784,ðâróðə́nɔ́ ðìnɔ̀ nd̪ɔ̀bà,,,
8785,ðár ðâmàðìnɔ́ nd̪ɔ̀bà,,,
8786,ðámɛ̀ ðìnɔ́ nd̪ɔ̀bà,,,
8787,ðəkàðá ̀rùn,,,
8788,ðáɽí ð̀cò,,,
8789,ðə́ɽí ð̀cò,,,
8790,ðɜ́ɽí ð̀cò,,,
8791,rɛ́ɽí r̀cò,,,
8792,ráɽí ð̀cò,,,
8793,ráɽí r̀cò,,,
8794,ðrɛ́ɽí r̀cò,,,
8795,íŋgánɔ́nà ðɜ́ɽí nd̪ɔ̀bà,,,
8796,íŋgánɔ́nà ðə́ɽí nd̪ɔ̀bà,,,
8797,íŋgánɔ̀nà ðɜ́ɽí nd̪ɔ̀bà,,,
8798,ð́ɽ íŋgánɔ̀nà ðɜ́ɽì,,,
8799,á sedɛ̀ŋun,,,
8800,íŋgánɔ́nà r ŕ́ ndɔ̀́ íŋǵnɔ́nà rɛ́ɽé nd̪ɔ̀bà,,,
8801,íŋgánɔ́nà rə́ɽí nd̪ɔ̀bà,,,
8802,aðɛn súí́ŋí,,,
8803,lɛ̂krɛ́̀ð ànù ía,,,
8804,lù̪ɾɛ́ldɛ̀rɛ̀ɲɔ̀ kcɔldɛ̀rɛ̀ ɲɛ̀ni t̪ìɾà,,,
8805,ldɛ̀rɛ̌ ɛ́l,,,
8806,lɛ̀d̪ɛ̀ɾé,,,
8807,ðɛ́n aár,,,
8808,ɛ́n wàj,,,
8809,íɛ̀nwàj,,,
8810,lèdòrèò,,,
8811,ðàgùbíjùíù,,,
8812,ɛ̀ń ákɛ̀ ðìdù,,,
8813,ðìd̪ú,,,
8814,soðìdɔ̀,,,
8815,ðìdú ððɛ̀dú ð̀cə̀lò,,,
8816,ðídú ð̀cə̀lò,,,
8817,ðə̀dú ð̀cə̀lò,,,
8818,ðìdú ð̀cə̀lò,,,
8819,rə̀dú r̀clò rèdú r̀cə̀lò,,,
8820,rèdú r̀cə̀lò,,,
8821,íŋgánɔ́nà ðə̀dú nd̪ɔ̀bà,,,
8822,íŋgánɔ́nà ðɛ̀dú nd̪ɔ̀bà,,,
8823,íŋgánɔ́nà ðìdú nd̪ɔ̀bà,,,
8824,íŋgánɔ́nà rèdú nd̪ɔ̀bà,,,
8825,íŋgánɔ́nà r̀dú nd̪ɔ̀bà,,,
